App源码文件路径,导入行号,导入代码,调用行号,调用代码,API功能描述
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/PermissionUtils.ets,1,"import { abilityAccessCtrl, bundleManager, common, Permissions } from '@kit.AbilityKit';",29,const atManager = abilityAccessCtrl.createAtManager();,Obtains the AtManager instance.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/PermissionUtils.ets,1,"import { abilityAccessCtrl, bundleManager, common, Permissions } from '@kit.AbilityKit';",43,const bundleInfo = bundleManager.getBundleInfoForSelfSync(bundleManager.BundleFlag.GET_BUNDLE_INFO_WITH_APPLICATION),Obtains own bundleInfo.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/PhotoPickerUtils.ets,1,import picker from '@ohos.file.picker';,41,let PhotoSelectOptions = new picker.PhotoSelectOptions(),Defines the options for selecting images/videos.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/PhotoPickerUtils.ets,1,import picker from '@ohos.file.picker';,44,let photoPicker = new picker.PhotoViewPicker(),"Provides APIs for selecting and saving images or videos.
You are advised to use PhotoViewPicker of PhotoAccessHelper to select files.
Before using the APIs of PhotoViewPicker, you need to create a PhotoViewPicker instance."
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/PhotoPickerUtils.ets,4,"import { camera, cameraPicker } from '@kit.CameraKit';",103,"await cameraPicker.pick(getContext(), [cameraPicker.PickerMediaType.PHOTO, cameraPicker.PickerMediaType.VIDEO],","Launch the camera picker and configure it to photo or video mode base on the incoming media type.
The photo or video result will be returned via a Promise upon completion of the operation."
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/SpeechRecognizerManager.ets,1,import { speechRecognizer } from '@kit.CoreSpeechKit';,40,SpeechRecognizerManager.asrEngine = await speechRecognizer.createEngine(SpeechRecognizerManager.initParamsInfo),Create a speech recognition engine instance.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/Toast.ets,1,import promptAction from '@ohos.promptAction';,17,promptAction.showToast({,Displays the notification text.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/WindowManager.ets,1,import window from '@ohos.window';,14,let windowClass: window.Window = await window.getLastWindow(getContext()),Get the final show window.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/WindowManager.ets,1,import window from '@ohos.window';,99,let windowClass = await window.getLastWindow(getContext()),Get the final show window.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/permissionMananger.ets,2,"import { abilityAccessCtrl, bundleManager, common, Permissions } from '@kit.AbilityKit';",8,let atManager: abilityAccessCtrl.AtManager = abilityAccessCtrl.createAtManager();,Obtains the AtManager instance.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/permissionMananger.ets,2,"import { abilityAccessCtrl, bundleManager, common, Permissions } from '@kit.AbilityKit';",14,bundleManager.getBundleInfoForSelfSync(bundleManager.BundleFlag.GET_BUNDLE_INFO_WITH_APPLICATION);,Obtains own bundleInfo.
input/app/Wechat_HarmonyOS/entry/src/main/ets/utils/permissionMananger.ets,2,"import { abilityAccessCtrl, bundleManager, common, Permissions } from '@kit.AbilityKit';",34,let atManager: abilityAccessCtrl.AtManager = abilityAccessCtrl.createAtManager();,Obtains the AtManager instance.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/search/SearchPage.ets,4,import window from '@ohos.window';,17,await window.getLastWindow(getContext(this)).then(currentWindow => {,Get the final show window.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/search/SearchPage.ets,1,import prompt from '@ohos.promptAction';,56,prompt.showToast({ message: this.searchText }),Displays the notification text.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/search/SearchPage.ets,2,import router from '@ohos.router';,117,"if (""1"" === router.getLength()) {",Obtains the number of pages in the current stack.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/search/SearchPage.ets,2,import router from '@ohos.router';,121,router.back(),Returns to the previous page or a specified page.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/search/SearchPage.ets,1,import prompt from '@ohos.promptAction';,194,prompt.showToast({,Displays the notification text.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/mine/Mine.ets,1,import router from '@ohos.router',74,router.pushUrl({ url: 'pages/qrcode/MyQrCodePage' }),Navigates to a specified page in the application based on the page URL and parameters.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/home/Home.ets,1,import router from '@ohos.router',51,"router.pushUrl({ url: 'pages/chat/ChatPage',",Navigates to a specified page in the application based on the page URL and parameters.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/contact/Contact.ets,2,import router from '@ohos.router',103,router.pushUrl({,Navigates to a specified page in the application based on the page URL and parameters.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/contact/Contact.ets,1,import prompt from '@ohos.promptAction',145,"prompt.showToast({ message: """" + target })",Displays the notification text.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/chat/ChatPage.ets,13,import { componentUtils } from '@kit.ArkUI';,627,"let modePosition: componentUtils.ComponentInfo = componentUtils.getRectangleById(""bottom_bubble"");",Provide the ability to obtain the coordinates and size of component drawing areas.
input/app/Wechat_HarmonyOS/entry/src/main/ets/pages/chat/ChatPage.ets,14,import { vibrator } from '@kit.SensorServiceKit';,667,vibrator.startVibration({,Trigger vibrator vibration.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,11,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onCreate');",Outputs info-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,15,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onDestroy');",Outputs info-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,21,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onWindowStageCreate');",Outputs info-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,25,"hilog.error(0x0000, 'testTag', 'Failed to load the content. Cause: %{public}s', JSON.stringify(err) ?? '');",Outputs error-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,28,"hilog.info(0x0000, 'testTag', 'Succeeded in loading the content. Data: %{public}s', JSON.stringify(data) ?? '');",Outputs info-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,34,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onWindowStageDestroy');",Outputs info-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,39,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onForeground');",Outputs info-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/entryability/EntryAbility.ets,2,import hilog from '@ohos.hilog';,44,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onBackground');",Outputs info-level logs.
input/app/Wechat_HarmonyOS/entry/src/main/ets/component/Toolbar.ets,1,import router from '@ohos.router',21,router.back(),Returns to the previous page or a specified page.
input/app/Wechat_HarmonyOS/entry/src/main/ets/component/WechatToolbar.ets,1,import router from '@ohos.router',24,router.pushUrl({ url: 'pages/search/SearchPage' }),Navigates to a specified page in the application based on the page URL and parameters.
input/app/Wechat_HarmonyOS/entry/src/main/ets/component/WechatToolbar.ets,2,import prompt from '@ohos.promptAction',31,"prompt.showToast({ message: ""功能正在开发中..."", duration: 2000 })",Displays the notification text.
input/app/Wechat_HarmonyOS/entry/src/main/ets/component/WechatToolbar.ets,1,import router from '@ohos.router',32,router.pushUrl({ url: 'pages/HardwareIndexPage' }),Navigates to a specified page in the application based on the page URL and parameters.
