App源码文件路径,行号,函数名称,描述
input/app/Health_Service_Kit/entry/src/main/ets/pages/AuthIndex.ets,13,build,ArkUI 组件的 UI 构建入口函数
input/app/Health_Service_Kit/entry/src/main/ets/pages/ExerciseSequenceIndex.ets,12,build,ArkUI 组件的 UI 构建入口函数
input/app/Health_Service_Kit/entry/src/main/ets/pages/MainIndex.ets,8,build,ArkUI 组件的 UI 构建入口函数
