App源码文件路径,行号,函数名称,描述
input/app/AdsKit/entry/src/main/ets/pages/Index.ets,64,aboutToAppear,组件即将显示时触发的生命周期函数
input/app/AdsKit/entry/src/main/ets/pages/Index.ets,75,build,ArkUI 组件的 UI 构建入口函数
