App源码文件路径,导入行号,导入代码,调用行号,调用代码,API功能描述
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,22,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onCreate');",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,26,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onDestroy');",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,31,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onWindowStageCreate');",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,35,"hilog.error(0x0000, 'testTag', 'Failed to load the content. Cause: %{public}s', JSON.stringify(err) ?? '');",Outputs error-level logs.
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,38,"hilog.info(0x0000, 'testTag', 'Succeeded in loading the content. Data: %{public}s', JSON.stringify(data) ?? '');",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,44,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onWindowStageDestroy');",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,49,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onForeground');",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/entryability/EntryAbility.ets,17,import { hilog } from '@kit.PerformanceAnalysisKit';,54,"hilog.info(0x0000, 'testTag', '%{public}s', 'Ability onBackground');",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/common/utils/Logger.ets,16,import { hilog } from '@kit.PerformanceAnalysisKit';,35,"hilog.debug(this.domain, this.prefix, this.format, args);",Outputs debug-level logs.
input/app/WebCookie/entry/src/main/ets/common/utils/Logger.ets,16,import { hilog } from '@kit.PerformanceAnalysisKit';,39,"hilog.info(this.domain, this.prefix, this.format, args);",Outputs info-level logs.
input/app/WebCookie/entry/src/main/ets/common/utils/Logger.ets,16,import { hilog } from '@kit.PerformanceAnalysisKit';,43,"hilog.warn(this.domain, this.prefix, this.format, args);",Outputs warning-level logs.
input/app/WebCookie/entry/src/main/ets/common/utils/Logger.ets,16,import { hilog } from '@kit.PerformanceAnalysisKit';,47,"hilog.error(this.domain, this.prefix, this.format, args);",Outputs error-level logs.
